d,0,0.1633428800962003
d,30,0.16760038078849773
d,60,0.16760038078849773
d,90,0.16939422832878556
d,120,0.1681491781745815
d,150,0.16939422832878553
d,180,0.1702946282491073
d,210,0.17051717423565177
d,240,0.17150979529940824
d,270,0.17231137919889442
d,300,0.17254864810788575
d,330,0.17341721047342076
d,360,0.17481163269557173
d,390,0.17507601894903313
d,420,0.17542805101218456
d,450,0.17625146787895593
d,480,0.17742646368712126
d,510,0.17796754057644287
d,540,0.1797668505073391
d,570,0.18143813107379744
d,600,0.18204180093599867
d,630,0.1832952073695514
d,660,0.1853085637489393
d,690,0.18637806178814995
d,720,0.18722585081224466
d,750,0.19045580718122693
d,780,0.19045580718122693
d,810,0.18855656697009102
